1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
1,0,0,2,0,0,3,3,3,3,3,0,0,2,3,3,32,0,2,3,3,2,0,8,0,3,0,4,0,0,3,0,0,0,0,1
1,0,2,0,0,0,2,0,2,8,2,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,12,0,1
1,0,0,0,0,7,0,0,0,0,0,0,0,2,3,3,32,0,2,3,3,2,0,0,3,0,0,0,3,0,0,0,3,0,0,1
1,0,12,0,0,2,3,3,0,2,0,0,0,0,0,0,32,0,0,0,0,0,0,7,0,0,0,3,0,0,2,0,0,3,0,1
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,3,1
1,0,0,4,0,0,0,3,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,0,3,0,8,2,0,0,3,0,1
1,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,1
1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,2,0,0,0,3,0,0,0,3,0,3,0,4,0,1
1,0,3,0,2,2,3,3,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,1
1,0,3,0,0,0,0,0,0,0,3,0,8,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,31,31,31,31,31,31,2,0,2,2,0,13,7,13,0,2,2,0,2,31,31,31,31,31,31,31,31,31,1,1,1,1
1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,6,0,1
1,0,0,3,3,3,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,2,0,0,0,0,3,3,3,3,3,3,0,0,0,1
1,0,2,0,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1
1,1,0,3,3,0,3,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,7,0,0,1
1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,11,0,0,3,0,0,0,0,3,0,0,0,1
1,0,0,3,3,0,3,3,0,2,0,0,11,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,3,3,3,0,0,0,0,0,3,2,0,3,0,0,0,2,0,1
1,0,0,2,0,8,0,2,0,0,0,7,0,0,0,3,32,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,4,0,3,0,0,3,3,2,0,0,0,3,0,0,0,2,0,1
1,0,0,0,2,0,2,0,2,3,3,0,0,0,0,3,32,0,6,0,3,0,0,3,0,0,0,2,0,3,0,0,0,0,0,1
1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,32,3,3,3,3,0,0,0,0,8,0,0,2,0,0,0,2,0,0,1
1,0,0,2,3,3,2,0,2,0,2,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,2,0,2,0,0,0,3,3,3,3,3,0,0,0,0,8,0,0,1
1,0,0,2,0,2,0,2,0,3,3,2,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,0,1
1,0,12,0,0,0,0,4,0,0,0,0,0,3,0,12,32,2,0,2,0,0,0,0,0,0,0,3,0,0,12,0,2,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
