1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1
1,0,0,0,21,0,0,0,0,0,0,23,0,22,0,0,0,0,7,0,24,21,0,0,2,0,0,0,21,0,0,0,24,0,0,1
1,0,2,0,0,0,7,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,22,0,0,0,0,0,0,0,0,24,0,0,0,0,0,15,0,0,12,0,0,22,0,0,22,0,11,0,0,0,0,0,1
1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,23,0,6,0,0,0,22,0,2,0,0,0,0,0,0,7,0,0,0,1
1,0,0,22,0,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,22,0,1
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1
1,0,24,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,22,0,2,0,0,0,0,0,2,0,23,0,0,0,1
1,0,0,0,0,22,0,2,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,24,0,0,22,0,0,0,24,0,0,22,0,21,0,2,0,0,0,0,0,0,0,23,0,0,1
1,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,23,0,0,22,0,0,0,0,24,1
1,0,24,0,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,7,0,0,0,1
1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,24,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,1
1,0,2,0,0,22,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,21,0,0,24,0,0,0,0,0,0,11,0,0,0,1
1,0,0,22,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,6,0,1
1,0,24,0,0,4,0,0,0,0,0,0,0,23,0,0,2,0,0,99,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,21,0,0,13,0,13,0,7,0,0,0,0,0,0,24,4,0,0,2,0,1
1,0,0,21,0,24,0,2,0,0,0,0,0,24,0,0,0,15,0,0,0,0,24,0,0,0,0,2,0,0,0,0,23,0,0,1
1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,23,0,0,0,0,0,0,0,22,0,0,1
1,0,21,0,0,0,21,24,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,0,0,0,1
1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,1
1,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,22,0,1
1,0,0,0,0,24,0,2,0,22,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,2,0,0,0,0,0,1
1,12,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,24,0,0,1
1,0,0,11,0,0,0,0,0,0,0,21,0,23,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,22,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,24,0,0,11,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,21,0,7,0,0,0,2,0,0,0,0,0,0,0,12,0,0,1
1,0,22,21,0,0,0,0,21,0,23,0,22,0,0,5,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,21,0,0,1
1,24,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,21,0,22,0,24,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
